Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P07024	reviewed	USHA_ECOLI	Protein UshA [Includes: UDP-sugar hydrolase, EC 3.6.1.45 (UDP-sugar diphosphatase) (UDP-sugar pyrophosphatase); 5'-nucleotidase, 5'-NT, EC 3.1.3.5 ]	ushA b0480 JW0469	Escherichia coli (strain K12)	550
P07102	reviewed	PPA_ECOLI	Phytase AppA, EC 3.1.3.- (6-phytase) (Histidine acid phosphatase phytase, HAP phytase) (Myo-inositol hexakisphosphate phosphohydrolase) (Phosphoanhydride phosphatase, EC 3.6.1.-) (pH 2.5 acid phosphatase, Acid phosphatase, EC 3.1.3.-)	appA b0980 JW0963	Escherichia coli (strain K12)	432
P07117	reviewed	PUTP_ECOLI	Sodium/proline symporter (Proline carrier) (Proline permease) (Propionate transporter)	putP b1015 JW1001	Escherichia coli (strain K12)	502
P07118	reviewed	SYV_ECOLI	Valine--tRNA ligase, EC 6.1.1.9 (Valyl-tRNA synthetase, ValRS)	valS b4258 JW4215	Escherichia coli (strain K12)	951
P07330	reviewed	CHEB_ECOLI	Protein-glutamate methylesterase/protein-glutamine glutaminase, EC 3.1.1.61, EC 3.5.1.44 (Chemotaxis response regulator protein-glutamate methylesterase/glutamine deamidase) (Methyl-accepting chemotaxis proteins-specific methylesterase/deamidase, MCP-specific methylesterase/deamidase)	cheB b1883 JW1872	Escherichia coli (strain K12)	349
P07363	reviewed	CHEA_ECOLI	Chemotaxis protein CheA, EC 2.7.13.3	cheA b1888 JW1877	Escherichia coli (strain K12)	654
P07395	reviewed	SYFB_ECOLI	Phenylalanine--tRNA ligase beta subunit, EC 6.1.1.20 (Phenylalanyl-tRNA synthetase beta subunit, PheRS)	pheT b1713 JW1703	Escherichia coli (strain K12)	795
P07464	reviewed	THGA_ECOLI	Galactoside O-acetyltransferase, GAT, EC 2.3.1.18 (Acetyl-CoA:galactoside 6-O-acetyltransferase) (Thiogalactoside acetyltransferase) (Thiogalactoside transacetylase)	lacA b0342 JW0333	Escherichia coli (strain K12)	203
P07604	reviewed	TYRR_ECOLI	HTH-type transcriptional regulatory protein TyrR	tyrR b1323 JW1316	Escherichia coli (strain K12)	513
P07623	reviewed	METAS_ECOLI	Homoserine O-succinyltransferase, HST, EC 2.3.1.46 (Homoserine transsuccinylase, HTS)	metAS metA b4013 JW3973	Escherichia coli (strain K12)	309
P07639	reviewed	AROB_ECOLI	3-dehydroquinate synthase, DHQS, EC 4.2.3.4	aroB b3389 JW3352	Escherichia coli (strain K12)	362
P07648	reviewed	RECC_ECOLI	RecBCD enzyme subunit RecC, EC 3.1.11.5 (Exodeoxyribonuclease V 125 kDa polypeptide) (Exodeoxyribonuclease V gamma chain) (Exonuclease V subunit RecC, ExoV subunit RecC)	recC b2822 JW2790	Escherichia coli (strain K12)	1122
P07649	reviewed	TRUA_ECOLI	tRNA pseudouridine synthase A, EC 5.4.99.12 (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I, PSU-I) (tRNA-uridine isomerase I)	truA asuC hisT leuK b2318 JW2315	Escherichia coli (strain K12)	270
P07658	reviewed	FDHF_ECOLI	Formate dehydrogenase H, EC 1.17.98.4 (Formate dehydrogenase-H subunit alpha, FDH-H) (Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide)	fdhF b4079 JW4040	Escherichia coli (strain K12)	715
P07862	reviewed	DDLB_ECOLI	D-alanine--D-alanine ligase B, EC 6.3.2.4 (D-Ala-D-Ala ligase B) (D-alanylalanine synthetase B)	ddlB ddl b0092 JW0090	Escherichia coli (strain K12)	306
P07913	reviewed	TDH_ECOLI	L-threonine 3-dehydrogenase, TDH, EC 1.1.1.103 (L-threonine dehydrogenase)	tdh b3616 JW3591	Escherichia coli (strain K12)	341
P08142	reviewed	ILVB_ECOLI	Acetolactate synthase isozyme 1 large subunit, AHAS-I, EC 2.2.1.6 (Acetohydroxy-acid synthase I large subunit, ALS-I)	ilvB b3671 JW3646	Escherichia coli (strain K12)	562
P08179	reviewed	PUR3_ECOLI	Phosphoribosylglycinamide formyltransferase, EC 2.1.2.2 (5'-phosphoribosylglycinamide transformylase) (GAR transformylase, GART)	purN b2500 JW2485	Escherichia coli (strain K12)	212
P08191	reviewed	FIMH_ECOLI	Type 1 fimbrin D-mannose specific adhesin (Protein FimH)	fimH b4320 JW4283	Escherichia coli (strain K12)	300
P08192	reviewed	FOLC_ECOLI	Dihydrofolate synthase/folylpolyglutamate synthase, DHFS / FPGS, EC 6.3.2.12, EC 6.3.2.17 (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	folC dedC b2315 JW2312	Escherichia coli (strain K12)	422
P08194	reviewed	GLPT_ECOLI	Glycerol-3-phosphate transporter, G-3-P transporter (G-3-P permease)	glpT b2240 JW2234	Escherichia coli (strain K12)	452
P08200	reviewed	IDH_ECOLI	Isocitrate dehydrogenase [NADP], IDH, EC 1.1.1.42 (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd icdA icdE b1136 JW1122	Escherichia coli (strain K12)	416
P08201	reviewed	NIRB_ECOLI	Nitrite reductase (NADH) large subunit, EC 1.7.1.15	nirB b3365 JW3328	Escherichia coli (strain K12)	847
P08203	reviewed	ARAD_ECOLI	L-ribulose-5-phosphate 4-epimerase AraD, EC 5.1.3.4 (Phosphoribulose isomerase)	araD b0061 JW0060	Escherichia coli (strain K12)	231
P08244	reviewed	PYRF_ECOLI	Orotidine 5'-phosphate decarboxylase, EC 4.1.1.23 (OMP decarboxylase, OMPDCase, OMPdecase)	pyrF b1281 JW1273	Escherichia coli (strain K12)	245
P08312	reviewed	SYFA_ECOLI	Phenylalanine--tRNA ligase alpha subunit, EC 6.1.1.20 (Phenylalanyl-tRNA synthetase alpha subunit, PheRS)	pheS b1714 JW5277	Escherichia coli (strain K12)	327
P08331	reviewed	CPDB_ECOLI	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase, EC 3.1.3.6, EC 3.1.4.16	cpdB b4213 JW4171	Escherichia coli (strain K12)	647
P08337	reviewed	MUTT_ECOLI	8-oxo-dGTP diphosphatase, 8-oxo-dGTPase, EC 3.6.1.55 (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	mutT b0099 JW0097	Escherichia coli (strain K12)	129
P08365	reviewed	CHPS_ECOLI	Antitoxin ChpS	chpS chpBI yjfB b4224 JW5750	Escherichia coli (strain K12)	83
P08373	reviewed	MURB_ECOLI	UDP-N-acetylenolpyruvoylglucosamine reductase, EC 1.3.1.98 (UDP-N-acetylmuramate dehydrogenase)	murB yijB b3972 JW3940	Escherichia coli (strain K12)	342
P08394	reviewed	RECB_ECOLI	RecBCD enzyme subunit RecB, EC 3.1.11.5 (Exodeoxyribonuclease V 135 kDa polypeptide) (Exodeoxyribonuclease V beta chain) (Exonuclease V subunit RecB, ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	recB ior rorA b2820 JW2788	Escherichia coli (strain K12)	1180
P08395	reviewed	SPPA_ECOLI	Protease 4, EC 3.4.21.- (Endopeptidase IV) (Protease IV) (Signal peptide peptidase)	sppA b1766 JW1755	Escherichia coli (strain K12)	618
P08400	reviewed	PHOR_ECOLI	Phosphate regulon sensor protein PhoR, EC 2.7.13.3	phoR nmpB b0400 JW0390	Escherichia coli (strain K12)	431
P08506	reviewed	DACC_ECOLI	D-alanyl-D-alanine carboxypeptidase DacC, DD-carboxypeptidase, DD-peptidase, EC 3.4.16.4 (Penicillin-binding protein 6, PBP-6)	dacC b0839 JW0823	Escherichia coli (strain K12)	400
P08622	reviewed	DNAJ_ECOLI	Chaperone protein DnaJ (HSP40) (Heat shock protein J)	dnaJ groP b0015 JW0014	Escherichia coli (strain K12)	376
P08660	reviewed	AK3_ECOLI	Lysine-sensitive aspartokinase 3, EC 2.7.2.4 (Aspartate kinase III, AKIII) (Lysine-sensitive aspartokinase III)	lysC apk b4024 JW3984	Escherichia coli (strain K12)	449
P08839	reviewed	PT1_ECOLI	Phosphoenolpyruvate-protein phosphotransferase, EC 2.7.3.9 (Phosphotransferase system, enzyme I)	ptsI b2416 JW2409	Escherichia coli (strain K12)	575
P08956	reviewed	T1RK_ECOLI	Type I restriction enzyme EcoKI endonuclease subunit, EcoKI, R protein, EC 3.1.21.3	hsdR hsr b4350 JW4313	Escherichia coli (strain K12)	1170
P09029	reviewed	PURK_ECOLI	N5-carboxyaminoimidazole ribonucleotide synthase, N5-CAIR synthase, EC 6.3.4.18 (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK b0522 JW0511	Escherichia coli (strain K12)	355
P09030	reviewed	EX3_ECOLI	Exodeoxyribonuclease III, EXO III, Exonuclease III, EC 3.1.11.2 (AP endonuclease VI)	xthA xth b1749 JW1738	Escherichia coli (strain K12)	268
P09099	reviewed	XYLB_ECOLI	Xylulose kinase, XK, Xylulokinase, EC 2.7.1.17 (1-deoxy-D-xylulokinase, EC 2.7.1.-)	xylB b3564 JW3536	Escherichia coli (strain K12)	484
P09130	reviewed	TRAD1_ECOLI	Coupling protein TraD (DNA transport protein TraD)	traD ECOK12F102	Escherichia coli (strain K12)	717
P09147	reviewed	GALE_ECOLI	UDP-glucose 4-epimerase, EC 5.1.3.2 (Galactowaldenase) (UDP-galactose 4-epimerase)	galE galD b0759 JW0742	Escherichia coli (strain K12)	338
P09148	reviewed	GAL7_ECOLI	Galactose-1-phosphate uridylyltransferase, Gal-1-P uridylyltransferase, EC 2.7.7.12 (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT galB b0758 JW0741	Escherichia coli (strain K12)	348
P09152	reviewed	NARG_ECOLI	Respiratory nitrate reductase 1 alpha chain, EC 1.7.5.1 (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha)	narG bisD narC b1224 JW1215	Escherichia coli (strain K12)	1247
P09158	reviewed	SPEE_ECOLI	Polyamine aminopropyltransferase (Cadaverine aminopropyltransferase, EC 2.5.1.-) (Putrescine aminopropyltransferase, PAPT) (Spermidine aminopropyltransferase, EC 2.5.1.79) (Spermidine synthase, SPDS, SPDSY, EC 2.5.1.16) (Spermine synthase, EC 2.5.1.22) (Thermospermine synthase)	speE b0121 JW0117	Escherichia coli (strain K12)	288
P09169	reviewed	OMPT_ECOLI	Protease 7, EC 3.4.23.49 (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	ompT b0565 JW0554	Escherichia coli (strain K12)	317
P09323	reviewed	PTW3C_ECOLI	PTS system N-acetylglucosamine-specific EIICBA component (EIICBA-Nag, EII-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component, EC 2.7.1.193 (PTS system N-acetylglucosamine-specific EIIB component); N-acetylglucosamine-specific phosphotransferase enzyme IIA component (PTS system N-acetylglucosamine-specific EIIA component) ]	nagE pstN b0679 JW0665	Escherichia coli (strain K12)	648
P09348	reviewed	MOTA_ECOLI	Motility protein A (Chemotaxis protein MotA)	motA flaJ b1890 JW1879	Escherichia coli (strain K12)	295
P09372	reviewed	GRPE_ECOLI	Protein GrpE (HSP-70 cofactor) (HSP24) (Heat shock protein B25.3)	grpE b2614 JW2594	Escherichia coli (strain K12)	197
P09373	reviewed	PFLB_ECOLI	Formate acetyltransferase 1, EC 2.3.1.54 (Pyruvate formate-lyase 1)	pflB pfl b0903 JW0886	Escherichia coli (strain K12)	760
P09377	reviewed	RHAS_ECOLI	HTH-type transcriptional activator RhaS (L-rhamnose operon regulatory protein RhaS)	rhaS rhaC2 b3905 JW3876	Escherichia coli (strain K12)	278
P09391	reviewed	GLPG_ECOLI	Rhomboid protease GlpG, EC 3.4.21.105 (Intramembrane serine protease)	glpG b3424 JW5687	Escherichia coli (strain K12)	276
P09394	reviewed	GLPQ_ECOLI	Glycerophosphodiester phosphodiesterase, periplasmic, Glycerophosphoryl diester phosphodiesterase, periplasmic, EC 3.1.4.46	glpQ b2239 JW2233	Escherichia coli (strain K12)	358
P09546	reviewed	PUTA_ECOLI	Bifunctional protein PutA [Includes: Proline dehydrogenase, EC 1.5.5.2 (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase, P5C dehydrogenase, EC 1.2.1.88 (L-glutamate gamma-semialdehyde dehydrogenase) ]	putA poaA b1014 JW0999	Escherichia coli (strain K12)	1320
P09831	reviewed	GLTB_ECOLI	Glutamate synthase [NADPH] large chain, EC 1.4.1.13 (Glutamate synthase subunit alpha, GLTS alpha chain) (NADPH-GOGAT)	gltB aspB b3212 JW3179	Escherichia coli (strain K12)	1486
P09832	reviewed	GLTD_ECOLI	Glutamate synthase [NADPH] small chain, EC 1.4.1.13 (Glutamate synthase subunit beta, GLTS beta chain) (NADPH-GOGAT)	gltD aspB b3213 JW3180	Escherichia coli (strain K12)	472
P09835	reviewed	UHPB_ECOLI	Signal transduction histidine-protein kinase/phosphatase UhpB, EC 2.7.13.3, EC 3.1.3.-	uhpB b3668 JW3643	Escherichia coli (strain K12)	500
P09980	reviewed	REP_ECOLI	ATP-dependent DNA helicase Rep, EC 3.6.4.12	rep b3778 JW5604	Escherichia coli (strain K12)	673
P0A698	reviewed	UVRA_ECOLI	UvrABC system protein A, UvrA protein (Excinuclease ABC subunit A)	uvrA dinE b4058 JW4019	Escherichia coli (strain K12)	940
P0A6A0	reviewed	UBIB_ECOLI	Probable protein kinase UbiB, EC 2.7.-.- (Ubiquinone biosynthesis protein UbiB)	ubiB aarF yigQ yigR yigS b3835 JW3812	Escherichia coli (strain K12)	546
P0A6A3	reviewed	ACKA_ECOLI	Acetate kinase, EC 2.7.2.1 (Acetokinase)	ackA ack b2296 JW2293	Escherichia coli (strain K12)	400
P0A6A8	reviewed	ACP_ECOLI	Acyl carrier protein, ACP (Cytosolic-activating factor, CAF) (Fatty acid synthase acyl carrier protein)	acpP b1094 JW1080	Escherichia coli (strain K12)	78
P0A6B4	reviewed	ALR1_ECOLI	Alanine racemase, biosynthetic, EC 5.1.1.1	alr b4053 JW4013	Escherichia coli (strain K12)	359
P0A6B7	reviewed	ISCS_ECOLI	Cysteine desulfurase IscS, EC 2.8.1.7 (NifS protein homolog) (ThiI transpersulfidase) (TusA transpersulfidase)	iscS nuvC yfhO yzzO b2530 JW2514	Escherichia coli (strain K12)	404
P0A6C1	reviewed	END4_ECOLI	Endonuclease 4, EC 3.1.21.2 (Endodeoxyribonuclease IV) (Endonuclease IV)	nfo b2159 JW2146	Escherichia coli (strain K12)	285
P0A6C8	reviewed	ARGB_ECOLI	Acetylglutamate kinase, EC 2.7.2.8 (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase, NAGK)	argB b3959 JW5553	Escherichia coli (strain K12)	258
P0A6D0	reviewed	ARGR_ECOLI	Arginine repressor	argR xerA b3237 JW3206	Escherichia coli (strain K12)	156
P0A6D3	reviewed	AROA_ECOLI	3-phosphoshikimate 1-carboxyvinyltransferase, EC 2.5.1.19 (5-enolpyruvylshikimate-3-phosphate synthase, EPSP synthase, EPSPS)	aroA b0908 JW0891	Escherichia coli (strain K12)	427
P0A6D5	reviewed	YDIB_ECOLI	Quinate/shikimate dehydrogenase, EC 1.1.1.282 (NAD-dependent shikimate 5-dehydrogenase)	ydiB	Escherichia coli (strain K12)	288
P0A6D7	reviewed	AROK_ECOLI	Shikimate kinase 1, SK 1, EC 2.7.1.71 (Shikimate kinase I, SKI)	aroK b3390 JW5947	Escherichia coli (strain K12)	173
P0A6E1	reviewed	AROL_ECOLI	Shikimate kinase 2, SK 2, EC 2.7.1.71 (Shikimate kinase II, SKII)	aroL b0388 JW0379	Escherichia coli (strain K12)	174
P0A6E4	reviewed	ASSY_ECOLI	Argininosuccinate synthase, EC 6.3.4.5 (Citrulline--aspartate ligase)	argG b3172 JW3140	Escherichia coli (strain K12)	447
P0A6E6	reviewed	ATPE_ECOLI	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC papG uncC b3731 JW3709	Escherichia coli (strain K12)	139
P0A6F1	reviewed	CARA_ECOLI	Carbamoyl-phosphate synthase small chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase glutamine chain)	carA pyrA b0032 JW0030	Escherichia coli (strain K12)	382
P0A6F3	reviewed	GLPK_ECOLI	Glycerol kinase, EC 2.7.1.30 (ATP:glycerol 3-phosphotransferase) (Glycerokinase, GK)	glpK b3926 JW3897	Escherichia coli (strain K12)	502
P0A6F5	reviewed	CH60_ECOLI	Chaperonin GroEL, EC 5.6.1.7 (60 kDa chaperonin) (Chaperonin-60, Cpn60) (GroEL protein)	groEL groL mopA b4143 JW4103	Escherichia coli (strain K12)	548
P0A6F9	reviewed	CH10_ECOLI	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10, Cpn10)	groES groS mopB b4142 JW4102	Escherichia coli (strain K12)	97
P0A6G7	reviewed	CLPP_ECOLI	ATP-dependent Clp protease proteolytic subunit, EC 3.4.21.92 (Caseinolytic protease) (Endopeptidase Clp) (Heat shock protein F21.5) (Protease Ti)	clpP lopP b0437 JW0427	Escherichia coli (strain K12)	207
P0A6H1	reviewed	CLPX_ECOLI	ATP-dependent Clp protease ATP-binding subunit ClpX (ATP-dependent unfoldase ClpX)	clpX lopC b0438 JW0428	Escherichia coli (strain K12)	424
P0A6H5	reviewed	HSLU_ECOLI	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	hslU htpI b3931 JW3902	Escherichia coli (strain K12)	443
P0A6H8	reviewed	CLSA_ECOLI	Cardiolipin synthase A, CL synthase, EC 2.7.8.-	clsA cls nov yciJ b1249 JW1241	Escherichia coli (strain K12)	486
P0A6I0	reviewed	KCY_ECOLI	Cytidylate kinase, CK, EC 2.7.4.25 (Cytidine monophosphate kinase, CMP kinase) (Protein MssA) (p25)	cmk mssA ycaF ycaG b0910 JW0893	Escherichia coli (strain K12)	227
P0A6I6	reviewed	COAD_ECOLI	Phosphopantetheine adenylyltransferase, EC 2.7.7.3 (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase, PPAT)	coaD kdtB yicA b3634 JW3609	Escherichia coli (strain K12)	159
P0A6J1	reviewed	CYSC_ECOLI	Adenylyl-sulfate kinase, EC 2.7.1.25 (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	cysC b2750 JW2720	Escherichia coli (strain K12)	201
P0A6J3	reviewed	CYSZ_ECOLI	Sulfate transporter CysZ	cysZ b2413 JW2406	Escherichia coli (strain K12)	253
P0A6J5	reviewed	DADA_ECOLI	D-amino acid dehydrogenase, EC 1.4.99.- (D-alanine dehydrogenase)	dadA dadR b1189 JW1178	Escherichia coli (strain K12)	432
P0A6K1	reviewed	DAPF_ECOLI	Diaminopimelate epimerase, DAP epimerase, EC 5.1.1.7 (PLP-independent amino acid racemase)	dapF b3809 JW5592	Escherichia coli (strain K12)	274
P0A6K3	reviewed	DEF_ECOLI	Peptide deformylase, PDF, EC 3.5.1.88 (Polypeptide deformylase)	def fms b3287 JW3248	Escherichia coli (strain K12)	169
P0A6K6	reviewed	DEOB_ECOLI	Phosphopentomutase, EC 5.4.2.7 (Phosphodeoxyribomutase)	deoB drm thyR b4383 JW4346	Escherichia coli (strain K12)	407
P0A6L0	reviewed	DEOC_ECOLI	Deoxyribose-phosphate aldolase, DERA, EC 4.1.2.4 (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase, Deoxyriboaldolase)	deoC dra thyR b4381 JW4344	Escherichia coli (strain K12)	259
P0A6L2	reviewed	DAPA_ECOLI	4-hydroxy-tetrahydrodipicolinate synthase, HTPA synthase, EC 4.3.3.7	dapA b2478 JW2463	Escherichia coli (strain K12)	292
P0A6L4	reviewed	NANA_ECOLI	N-acetylneuraminate lyase, NAL, Neu5Ac lyase, EC 4.1.3.3 (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (NALase) (Sialate lyase) (Sialic acid aldolase) (Sialic acid lyase)	nanA npl b3225 JW3194	Escherichia coli (strain K12)	297
P0A6M2	reviewed	DSBB_ECOLI	Disulfide bond formation protein B (Disulfide oxidoreductase)	dsbB roxB ycgA b1185 JW5182	Escherichia coli (strain K12)	176
P0A6M4	reviewed	DTD_ECOLI	D-aminoacyl-tRNA deacylase, DTD, EC 3.1.1.96 (D-tyrosyl RNA deacylase) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (Gly-tRNA(Gly) deacylase)	dtd yihZ b3887 JW3858	Escherichia coli (strain K12)	145
P0A6N4	reviewed	EFP_ECOLI	Elongation factor P, EF-P	efp b4147 JW4107	Escherichia coli (strain K12)	188
P0A6P1	reviewed	EFTS_ECOLI	Elongation factor Ts, EF-Ts (Bacteriophage Q beta RNA-directed RNA polymerase subunit IV)	tsf b0170 JW0165	Escherichia coli (strain K12)	283
P0A6P5	reviewed	DER_ECOLI	GTPase Der (Double era-like domain protein) (GTP-binding protein EngA)	der engA yfgK b2511 JW5403	Escherichia coli (strain K12)	490
P0A6P9	reviewed	ENO_ECOLI	Enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno b2779 JW2750	Escherichia coli (strain K12)	432
P0A6Q3	reviewed	FABA_ECOLI	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase, EC 4.2.1.59 (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase, EC 5.3.3.14)	fabA b0954 JW0937	Escherichia coli (strain K12)	172
P0A6Q6	reviewed	FABZ_ECOLI	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ, EC 4.2.1.59 ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase, (3R)-hydroxymyristoyl-ACP dehydrase) (17 kDa actomyosin component) (Beta-hydroxyacyl-ACP dehydratase)	fabZ sefA yaeA b0180 JW0175	Escherichia coli (strain K12)	151
P0A6R0	reviewed	FABH_ECOLI	3-oxoacyl-[acyl-carrier-protein] synthase 3, EC 2.3.1.180 (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III, KAS III) (EcFabH)	fabH b1091 JW1077	Escherichia coli (strain K12)	317
P0A6R3	reviewed	FIS_ECOLI	DNA-binding protein Fis (Factor-for-inversion stimulation protein) (Hin recombinational enhancer-binding protein)	fis b3261 JW3229	Escherichia coli (strain K12)	98
P0A6S5	reviewed	FTSB_ECOLI	Cell division protein FtsB	ftsB ygbQ b2748 JW2718	Escherichia coli (strain K12)	103
P0A6T1	reviewed	G6PI_ECOLI	Glucose-6-phosphate isomerase, GPI, EC 5.3.1.9 (Phosphoglucose isomerase, PGI) (Phosphohexose isomerase, PHI)	pgi b4025 JW3985	Escherichia coli (strain K12)	549
P0A6T3	reviewed	GAL1_ECOLI	Galactokinase, EC 2.7.1.6 (Galactose kinase)	galK galA b0757 JW0740	Escherichia coli (strain K12)	382
P0A6T5	reviewed	GCH1_ECOLI	GTP cyclohydrolase 1, EC 3.5.4.16 (GTP cyclohydrolase I, GTP-CH-I)	folE b2153 JW2140	Escherichia coli (strain K12)	222
P0A6U3	reviewed	MNMG_ECOLI	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA trmF b3741 JW3719	Escherichia coli (strain K12)	629
P0A6U5	reviewed	RSMG_ECOLI	Ribosomal RNA small subunit methyltransferase G, EC 2.1.1.170 (16S rRNA 7-methylguanosine methyltransferase, 16S rRNA m7G methyltransferase) (Glucose-inhibited division protein B)	rsmG gidB b3740 JW3718	Escherichia coli (strain K12)	207
P0A6V1	reviewed	GLGC_ECOLI	Glucose-1-phosphate adenylyltransferase, EC 2.7.7.27 (ADP-glucose pyrophosphorylase, ADPGlc PPase) (ADP-glucose synthase)	glgC b3430 JW3393	Escherichia coli (strain K12)	431
P0A6W3	reviewed	MRAY_ECOLI	Phospho-N-acetylmuramoyl-pentapeptide-transferase, EC 2.7.8.13 (UDP-MurNAc-pentapeptide phosphotransferase)	mraY murX b0087 JW0085	Escherichia coli (strain K12)	360
P0A6X1	reviewed	HEM1_ECOLI	Glutamyl-tRNA reductase, GluTR, EC 1.2.1.70	hemA b1210 JW1201	Escherichia coli (strain K12)	418
P0A6X3	reviewed	HFQ_ECOLI	RNA-binding protein Hfq (HF-1) (Host factor-I protein, HF-I)	hfq b4172 JW4130	Escherichia coli (strain K12)	102
