Object ID	Transporters	Gene	Reactions	Reaction-Direction	GO terms (molecular function)	GO terms (cellular component)	GO terms (biological process)
hydrophilic solute or ion [extracellular space]  <-->  hydrophilic solute or ion [periplasm] // an organophosphorus compound[periplasm]  <-->  an organophosphorus compound[extracellular space] // a medium chain fatty acid[periplasm]  <-->  a medium chain fatty acid[extracellular space] // a glycoside[periplasm]  <-->  a glycoside[extracellular space] // N-acetyl-beta-neuraminate[extracellular space]  ->  N-acetyl-beta-neuraminate[periplasm] // N-acetylneuraminate[extracellular space]  ->  N-acetylneuraminate[periplasm] // a sugar[periplasm]  <-->  a sugar[extracellular space] // a sugar phosphate[periplasm]  <-->  a sugar phosphate[extracellular space] // a monocarboxylate[periplasm]  <-->  a monocarboxylate[extracellular space] // an aromatic compound[periplasm]  <-->  an aromatic compound[extracellular space] // a trisaccharide[periplasm]  <-->  a trisaccharide[extracellular space] // maltose[extracellular space]  ->  maltose[periplasm] // N,N'-diacetylchitobiose[extracellular space]  ->  N,N'-diacetylchitobiose[periplasm] // a disaccharide[periplasm]  <-->  a disaccharide[extracellular space] // an oligopeptide[periplasm]  <-->  an oligopeptide[extracellular space] // a nucleotide sugar[periplasm]  <-->  a nucleotide sugar[extracellular space] // a nucleotide[periplasm]  <-->  a nucleotide[extracellular space] // a nucleoside[periplasm]  <-->  a nucleoside[extracellular space] // an aldehyde[periplasm]  <-->  an aldehyde[extracellular space] // a lactone[periplasm]  <-->  a lactone[extracellular space] // a beta-lactam[extracellular space]  <-->  a beta-lactam[periplasm] // an amide[periplasm]  <-->  an amide[extracellular space] // an amine[periplasm]  <-->  an amine[extracellular space] // a hydroxylated carboxylate[periplasm]  <-->  a hydroxylated carboxylate[extracellular space] // an aldonate[periplasm]  <-->  an aldonate[extracellular space] // glycine betaine[extracellular space]  <-->  glycine betaine[periplasm] // 5-(methylsulfanyl)-D-ribose[periplasm]  <-->  5-(methylsulfanyl)-D-ribose[extracellular space] // an inositol[periplasm]  <-->  an inositol[extracellular space] // an amino acid[periplasm]  <-->  an amino acid[extracellular space] // a nucleobase[periplasm]  <-->  a nucleobase[extracellular space] // a dicarboxylate[periplasm]  <-->  a dicarboxylate[extracellular space] // a sugar alcohol[periplasm]  <-->  a sugar alcohol[extracellular space] // a short-chain fatty alcohol[periplasm]  <-->  a short-chain fatty alcohol[extracellular space] // a short-chain carboxylate[periplasm]  <-->  a short-chain carboxylate[extracellular space] // an organosulfur compound[periplasm]  <-->  an organosulfur compound[extracellular space] // H2O[periplasm]  <-->  H2O[extracellular space] // an ion[periplasm]  <-->  an ion[extracellular space] // glycerol 1-phosphate[periplasm]  <-->  glycerol 1-phosphate[extracellular space]	outer membrane porin C	ompC	hydrophilic solute or ion [extracellular space]  <-->  hydrophilic solute or ion [periplasm] // an organophosphorus compound[periplasm]  <-->  an organophosphorus compound[extracellular space] // a medium chain fatty acid[periplasm]  <-->  a medium chain fatty acid[extracellular space] // a glycoside[periplasm]  <-->  a glycoside[extracellular space] // N-acetyl-beta-neuraminate[extracellular space]  ->  N-acetyl-beta-neuraminate[periplasm] // N-acetylneuraminate[extracellular space]  ->  N-acetylneuraminate[periplasm] // a sugar[periplasm]  <-->  a sugar[extracellular space] // a sugar phosphate[periplasm]  <-->  a sugar phosphate[extracellular space] // a monocarboxylate[periplasm]  <-->  a monocarboxylate[extracellular space] // an aromatic compound[periplasm]  <-->  an aromatic compound[extracellular space] // a trisaccharide[periplasm]  <-->  a trisaccharide[extracellular space] // maltose[extracellular space]  ->  maltose[periplasm] // N,N'-diacetylchitobiose[extracellular space]  ->  N,N'-diacetylchitobiose[periplasm] // a disaccharide[periplasm]  <-->  a disaccharide[extracellular space] // an oligopeptide[periplasm]  <-->  an oligopeptide[extracellular space] // a nucleotide sugar[periplasm]  <-->  a nucleotide sugar[extracellular space] // a nucleotide[periplasm]  <-->  a nucleotide[extracellular space] // a nucleoside[periplasm]  <-->  a nucleoside[extracellular space] // an aldehyde[periplasm]  <-->  an aldehyde[extracellular space] // a lactone[periplasm]  <-->  a lactone[extracellular space] // a beta-lactam[extracellular space]  <-->  a beta-lactam[periplasm] // an amide[periplasm]  <-->  an amide[extracellular space] // an amine[periplasm]  <-->  an amine[extracellular space] // a hydroxylated carboxylate[periplasm]  <-->  a hydroxylated carboxylate[extracellular space] // an aldonate[periplasm]  <-->  an aldonate[extracellular space] // glycine betaine[extracellular space]  <-->  glycine betaine[periplasm] // 5-(methylsulfanyl)-D-ribose[periplasm]  <-->  5-(methylsulfanyl)-D-ribose[extracellular space] // an inositol[periplasm]  <-->  an inositol[extracellular space] // an amino acid[periplasm]  <-->  an amino acid[extracellular space] // a nucleobase[periplasm]  <-->  a nucleobase[extracellular space] // a dicarboxylate[periplasm]  <-->  a dicarboxylate[extracellular space] // a sugar alcohol[periplasm]  <-->  a sugar alcohol[extracellular space] // a short-chain fatty alcohol[periplasm]  <-->  a short-chain fatty alcohol[extracellular space] // a short-chain carboxylate[periplasm]  <-->  a short-chain carboxylate[extracellular space] // an organosulfur compound[periplasm]  <-->  an organosulfur compound[extracellular space] // H2O[periplasm]  <-->  H2O[extracellular space] // an ion[periplasm]  <-->  an ion[extracellular space] // glycerol 1-phosphate[periplasm]  <-->  glycerol 1-phosphate[extracellular space]	REVERSIBLE // LEFT-TO-RIGHT			
maltose[periplasm] + ATP + H2O  ->  maltose[cytosol] + ADP + phosphate + H+ // maltotetraose[periplasm] + ATP + H2O  ->  ADP + maltotetraose[cytosol] + phosphate + H+ // maltotriose[periplasm] + ATP + H2O  ->  ADP + maltotriose[cytosol] + phosphate + H+	maltose ABC transporter	malK // malF // malG // malE	maltose[periplasm] + ATP + H2O  ->  maltose[cytosol] + ADP + phosphate + H+ // maltotetraose[periplasm] + ATP + H2O  ->  ADP + maltotetraose[cytosol] + phosphate + H+ // maltotriose[periplasm] + ATP + H2O  ->  ADP + maltotriose[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	DNA-binding transcription factor binding // ABC-type maltose transporter activity	maltose transport complex // ATP-binding cassette (ABC) transporter complex	maltodextrin transport // maltose transport
ATP + thiamine[periplasm] + H2O  ->  ADP + thiamine[cytosol] + phosphate + H+	thiamine ABC transporter	thiQ // thiP // thiB	ATP + thiamine[periplasm] + H2O  ->  ADP + thiamine[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
ATP + an aliphatic sulfonate[periplasm] + H2O  ->  an aliphatic sulfonate[cytosol] + ADP + phosphate + H+	aliphatic sulfonate ABC transporter	ssuA // ssuC // ssuB	ATP + an aliphatic sulfonate[periplasm] + H2O  ->  an aliphatic sulfonate[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
HPr-Phis15 + N-acetyl-D-glucosamine[periplasm]  ->  N-acetyl-D-glucosamine 6-phosphate[cytosol] + phosphocarrier protein HPr // HPr-Phis15 + D-glucosamine[periplasm]  ->  D-glucosamine 6-phosphate[cytosol] + phosphocarrier protein HPr	N-acetylglucosamine-specific PTS enzyme II	nagE	HPr-Phis15 + N-acetyl-D-glucosamine[periplasm]  ->  N-acetyl-D-glucosamine 6-phosphate[cytosol] + phosphocarrier protein HPr // HPr-Phis15 + D-glucosamine[periplasm]  ->  D-glucosamine 6-phosphate[cytosol] + phosphocarrier protein HPr	PHYSIOL-LEFT-TO-RIGHT			
NADPH + NAD+ + H+[cytosol]  <-->  NADP+ + NADH + H+[periplasm]	pyridine nucleotide transhydrogenase subunit beta // pyridine nucleotide transhydrogenase subunit alpha	pntB // pntA	NADPH + NAD+ + H+[cytosol]  <-->  NADP+ + NADH + H+[periplasm]	REVERSIBLE	NAD(P)+ transhydrogenase (AB-specific) activity	plasma membrane // integral component of plasma membrane	NADPH regeneration
2,3-dioxo-L-gulonate:Na<sup>+</sup> symport	2,3-diketo-L-gulonate:Na+ symporter - periplasmic binding protein // 2,3-diketo-L-gulonate:Na+ symporter - membrane subunit // 2,3-diketo-L-gulonate:Na+ symporter - membrane subunit	yiaO // yiaN // yiaM	2,3-dioxo-L-gulonate:Na<sup>+</sup> symport	LEFT-TO-RIGHT			
ATP + L-arabinose[periplasm] + H2O  ->  ADP + L-arabinose[cytosol] + phosphate + H+	arabinose ABC transporter	araG // araH // araF	ATP + L-arabinose[periplasm] + H2O  ->  ADP + L-arabinose[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	L-arabinose transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	L-arabinose transmembrane transport
ATP + L-arginine[periplasm] + H2O  ->  ADP + L-arginine[cytosol] + phosphate + H+	L-arginine ABC transporter	artJ // artQ // artM // artP	ATP + L-arginine[periplasm] + H2O  ->  ADP + L-arginine[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
2 an ubiquinol[inner membrane] + dioxygen + 4 H+  ->  2 a ubiquinone[inner membrane] + 2 H2O + 4 H+[periplasm]	cytochrome <i>bd</i>-II ubiquinol oxidase	appC // appB	2 an ubiquinol[inner membrane] + dioxygen + 4 H+  ->  2 a ubiquinone[inner membrane] + 2 H2O + 4 H+[periplasm]	PHYSIOL-LEFT-TO-RIGHT			
potassium:proton antiport	K+ : H+ antiporter KefC	kefC	potassium:proton antiport	REVERSIBLE			
L-carnitine:&gamma;-butyrobetaine antiport	L-carnitine:gamma-butyrobetaine antiporter	caiT	L-carnitine:&gamma;-butyrobetaine antiport	REVERSIBLE			
cob(I)alamin[extracellular space] + H+[periplasm]  ->  cob(I)alamin[periplasm] + H+[cytosol] // cob(I)inamide[extracellular space] + H+[periplasm]  ->  cob(I)inamide[periplasm] + H+[cytosol]	cobalamin outer membrane transport complex	btuB // 	cob(I)alamin[extracellular space] + H+[periplasm]  ->  cob(I)alamin[periplasm] + H+[cytosol] // cob(I)inamide[extracellular space] + H+[periplasm]  ->  cob(I)inamide[periplasm] + H+[cytosol]	PHYSIOL-LEFT-TO-RIGHT			
an apo-[c-type cytochrome] with reduced L-cysteine residues[cytosol]  ->  an apo-[c-type cytochrome] with reduced L-cysteine residues[periplasm]	Sec Holo-Translocon	 //  // yidC	an apo-[c-type cytochrome] with reduced L-cysteine residues[cytosol]  ->  an apo-[c-type cytochrome] with reduced L-cysteine residues[periplasm]	PHYSIOL-LEFT-TO-RIGHT			
ATP + L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[periplasm] + H2O  ->  L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[cytosol] + ADP + phosphate + H+ // ATP + a dipeptide[periplasm] + H2O  ->  ADP + a dipeptide[cytosol] + phosphate + H+ // an oligopeptide[periplasm] + ATP + H2O  ->  an oligopeptide[cytosol] + ADP + phosphate + H+	oligopeptide ABC transporter	oppC // oppD // oppF // oppB // oppA	ATP + L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[periplasm] + H2O  ->  L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[cytosol] + ADP + phosphate + H+ // ATP + a dipeptide[periplasm] + H2O  ->  ADP + a dipeptide[cytosol] + phosphate + H+ // an oligopeptide[periplasm] + ATP + H2O  ->  an oligopeptide[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
non-specific ion/solute[cytosol]  ->  non-specific ion/solute[periplasm]	large conductance mechanosensitive channel	mscL	non-specific ion/solute[cytosol]  ->  non-specific ion/solute[periplasm]	LEFT-TO-RIGHT			
D-allose[periplasm] + ATP + H2O  ->  D-allose[cytosol] + ADP + phosphate + H+	D-allose ABC transporter ATP binding subunit // D-allose ABC transporter membrane subunit // D-allose ABC transporter periplasmic binding protein	alsA // alsC // alsB	D-allose[periplasm] + ATP + H2O  ->  D-allose[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	allose transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex	allose transmembrane transport
H2O[periplasm]  <-->  H2O[cytosol]	water channel AqpZ	aqpZ	H2O[periplasm]  <-->  H2O[cytosol]	REVERSIBLE			
HPr-Phis15 + beta-D-cellobiose[periplasm]  ->  beta-D-cellobiose 6'-phosphate[cytosol] + phosphocarrier protein HPr // HPr-Phis15 + salicin[periplasm]  ->  salicin 6-phosphate[cytosol] + phosphocarrier protein HPr // arbutin[periplasm] + HPr-Phis15  ->  arbutin 6-phosphate[cytosol] + phosphocarrier protein HPr	&beta;-glucoside specific PTS enzyme II	ascF	HPr-Phis15 + beta-D-cellobiose[periplasm]  ->  beta-D-cellobiose 6'-phosphate[cytosol] + phosphocarrier protein HPr // HPr-Phis15 + salicin[periplasm]  ->  salicin 6-phosphate[cytosol] + phosphocarrier protein HPr // arbutin[periplasm] + HPr-Phis15  ->  arbutin 6-phosphate[cytosol] + phosphocarrier protein HPr	LEFT-TO-RIGHT // PHYSIOL-LEFT-TO-RIGHT			
curlin, major subunit[periplasm]  ->  curlin, major subunit[extracellular space]	curli assembly component CsgF // curli secretion channel	csgF // csgG	curlin, major subunit[periplasm]  ->  curlin, major subunit[extracellular space]	LEFT-TO-RIGHT			
iron(III) dicitrate[extracellular space] + H+[periplasm]  ->  iron(III) dicitrate[periplasm] + H+[cytosol]	ferric citrate outer membrane transport complex	fecA // 	iron(III) dicitrate[extracellular space] + H+[periplasm]  ->  iron(III) dicitrate[periplasm] + H+[cytosol]	PHYSIOL-LEFT-TO-RIGHT			
ATP + L-methionine[periplasm] + H2O  ->  ADP + L-methionine[cytosol] + phosphate + H+ // ATP + D-methionine[periplasm] + H2O  ->  ADP + D-methionine[cytosol] + phosphate + H+ // L-methionine-(R)-S-oxide[periplasm] + ATP + H2O  ->  L-methionine-(R)-S-oxide[cytosol] + ADP + phosphate + H+ // L-methionine-(S)-S-oxide[periplasm] + ATP + H2O  ->  L-methionine-(S)-S-oxide[cytosol] + ADP + phosphate + H+ // L-methionine S-oxide[periplasm] + ATP + H2O  ->  L-methionine S-oxide[cytosol] + ADP + phosphate + H+ // N-acetyl-DL-methionine[periplasm] + ATP + H2O  ->  N-acetyl-DL-methionine[cytosol] + ADP + phosphate + H+ // D-selenomethionine[periplasm] + ATP + H2O  ->  D-selenomethionine[cytosol] + ADP + phosphate + H+	L-methionine/D-methionine ABC transporter	metN // metI // metQ	ATP + L-methionine[periplasm] + H2O  ->  ADP + L-methionine[cytosol] + phosphate + H+ // ATP + D-methionine[periplasm] + H2O  ->  ADP + D-methionine[cytosol] + phosphate + H+ // L-methionine-(R)-S-oxide[periplasm] + ATP + H2O  ->  L-methionine-(R)-S-oxide[cytosol] + ADP + phosphate + H+ // L-methionine-(S)-S-oxide[periplasm] + ATP + H2O  ->  L-methionine-(S)-S-oxide[cytosol] + ADP + phosphate + H+ // L-methionine S-oxide[periplasm] + ATP + H2O  ->  L-methionine S-oxide[cytosol] + ADP + phosphate + H+ // N-acetyl-DL-methionine[periplasm] + ATP + H2O  ->  N-acetyl-DL-methionine[cytosol] + ADP + phosphate + H+ // D-selenomethionine[periplasm] + ATP + H2O  ->  D-selenomethionine[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	ABC-type D-methionine transporter activity // L-methionine transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	methionine transport
ATP + putrescine[periplasm] + H2O  ->  ADP + putrescine[cytosol] + phosphate + H+	putrescine ABC transporter	potG // potH // potI // potF	ATP + putrescine[periplasm] + H2O  ->  ADP + putrescine[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
taurine[periplasm] + ATP + H2O  ->  taurine[cytosol] + ADP + phosphate + H+	taurine ABC transporter periplasmic binding protein // taurine ABC transporter membrane subunit // taurine ABC transporter ATP binding subunit	tauA // tauC // tauB	taurine[periplasm] + ATP + H2O  ->  taurine[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
L-valine[cytosol]  <-->  L-valine[periplasm]	L-valine exporter	ygaZ // ygaH	L-valine[cytosol]  <-->  L-valine[periplasm]	REVERSIBLE			
a lipid A-core oligosaccharide[cytosol] + ATP + H2O  ->  a lipid A-core oligosaccharide[periplasm] + ADP + phosphate + H+	ATP-dependent Lipid A-core flippase	msbA	a lipid A-core oligosaccharide[cytosol] + ATP + H2O  ->  a lipid A-core oligosaccharide[periplasm] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
D-mannitol PTS permease	mannitol-specific PTS enzyme II CmtBA	cmtB // cmtA	D-mannitol PTS permease	LEFT-TO-RIGHT			phosphoenolpyruvate-dependent sugar phosphotransferase system
antimonite:proton antiport // arsenous acid[cytosol] + H+[periplasm]  ->  arsenous acid[periplasm] + H+[cytosol]	arsenite/antimonite:H<sup>+</sup> antiporter	arsB	antimonite:proton antiport // arsenous acid[cytosol] + H+[periplasm]  ->  arsenous acid[periplasm] + H+[cytosol]	LEFT-TO-RIGHT			
gentamicin export	multidrug efflux pump AcrAD-TolC	 // acrD // acrA	gentamicin export	PHYSIOL-LEFT-TO-RIGHT			
ATP + L-glutamine[periplasm] + H2O  ->  ADP + L-glutamine[cytosol] + phosphate + H+	L-glutamine ABC transporter	glnQ // glnP // glnH	ATP + L-glutamine[periplasm] + H2O  ->  ADP + L-glutamine[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	L-glutamine transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex	glutamine transport
ATP + D-ribopyranose[periplasm] + H2O  ->  ADP + D-ribopyranose[cytosol] + phosphate + H+	ribose ABC transporter	rbsA // rbsC // rbsB	ATP + D-ribopyranose[periplasm] + H2O  ->  ADP + D-ribopyranose[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
ATP + a dipeptide[periplasm] + H2O  ->  ADP + a dipeptide[cytosol] + phosphate + H+	dipeptide ABC transporter	dppD // dppF // dppB // dppC // dppA	ATP + a dipeptide[periplasm] + H2O  ->  ADP + a dipeptide[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	ATPase-coupled transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	dipeptide transmembrane transport
formate dehydrogenase (menaquinone)	formate dehydrogenase N, subcomplex		formate dehydrogenase (menaquinone)	PHYSIOL-LEFT-TO-RIGHT	formate dehydrogenase (quinone) activity // electron transfer activity	integral component of external side of plasma membrane // integral component of membrane // formate dehydrogenase complex	anaerobic respiration // anaerobic electron transport chain // formate oxidation
Cu<sup>+</sup> export // Ag<sup>+</sup> export	copper/silver export system	cusC // cusB // cusF // cusA	Cu<sup>+</sup> export // Ag<sup>+</sup> export	PHYSIOL-LEFT-TO-RIGHT			
deoxycholate export // carbonylcyanide m-chlorophenylhydrazone export // nalidixate export	multidrug efflux pump EmrAB-TolC	 // emrA // emrB	deoxycholate export // carbonylcyanide m-chlorophenylhydrazone export // nalidixate export	PHYSIOL-LEFT-TO-RIGHT			
ammonium[periplasm]  ->  ammonium[cytosol]	ammonium transporter	amtB	ammonium[periplasm]  ->  ammonium[cytosol]	PHYSIOL-LEFT-TO-RIGHT			
ATP + L-leucine[periplasm] + H2O  ->  ADP + L-leucine[cytosol] + phosphate + H+ // ATP + L-valine[periplasm] + H2O  ->  ADP + L-valine[cytosol] + phosphate + H+ // ATP + L-isoleucine[periplasm] + H2O  ->  ADP + L-isoleucine[cytosol] + phosphate + H+ // L-phenylalanine[periplasm] + ATP + H2O  ->  L-phenylalanine[cytosol] + ADP + phosphate + H+	branched chain amino acid / phenylalanine ABC transporter	livF // livG // livH // livM // livJ	ATP + L-leucine[periplasm] + H2O  ->  ADP + L-leucine[cytosol] + phosphate + H+ // ATP + L-valine[periplasm] + H2O  ->  ADP + L-valine[cytosol] + phosphate + H+ // ATP + L-isoleucine[periplasm] + H2O  ->  ADP + L-isoleucine[cytosol] + phosphate + H+ // L-phenylalanine[periplasm] + ATP + H2O  ->  L-phenylalanine[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	L-amino acid transport
ATP + L-leucine[periplasm] + H2O  ->  ADP + L-leucine[cytosol] + phosphate + H+ // L-phenylalanine[periplasm] + ATP + H2O  ->  L-phenylalanine[cytosol] + ADP + phosphate + H+	leucine / L-phenylalanine ABC transporter	livK // livM // livH // livG // livF	ATP + L-leucine[periplasm] + H2O  ->  ADP + L-leucine[cytosol] + phosphate + H+ // L-phenylalanine[periplasm] + ATP + H2O  ->  L-phenylalanine[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	L-amino acid transport
D-mannitol PTS permease // HPr-Phis15 + D-sorbitol[periplasm]  ->  D-sorbitol 6-phosphate[cytosol] + phosphocarrier protein HPr	mannitol-specific PTS enzyme II	mtlA	D-mannitol PTS permease // HPr-Phis15 + D-sorbitol[periplasm]  ->  D-sorbitol 6-phosphate[cytosol] + phosphocarrier protein HPr	LEFT-TO-RIGHT			
poly-beta-1,6-N-acetyl-D-glucosamine[cytosol]  ->  poly-beta-1,6-N-acetyl-D-glucosamine[periplasm] // n UDP-N-acetyl-alpha-D-glucosamine + N-acetyl-D-glucosamine  ->  poly-beta-1,6-N-acetyl-D-glucosamine + n UDP	poly-<i>N</i>-acetyl-D-glucosamine synthase	pgaD // pgaC	poly-beta-1,6-N-acetyl-D-glucosamine[cytosol]  ->  poly-beta-1,6-N-acetyl-D-glucosamine[periplasm] // n UDP-N-acetyl-alpha-D-glucosamine + N-acetyl-D-glucosamine  ->  poly-beta-1,6-N-acetyl-D-glucosamine + n UDP	PHYSIOL-LEFT-TO-RIGHT	acetylglucosaminyltransferase activity // polysaccharide transmembrane transporter activity	integral component of plasma membrane	cell adhesion involved in biofilm formation // polysaccharide transport
novobiocin export // deoxycholate export // dodecyl sulfate export	multidrug efflux pump MdtABC-TolC	 // mdtC // mdtB // mdtA	novobiocin export // deoxycholate export // dodecyl sulfate export	PHYSIOL-LEFT-TO-RIGHT			
ATP + L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[periplasm] + H2O  ->  L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[cytosol] + ADP + phosphate + H+	murein tripeptide ABC transporter	oppB // oppC // oppD // oppF // mppA	ATP + L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[periplasm] + H2O  ->  L-alanyl-gamma-D-glutamyl-meso-diaminopimelate[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
arginine:agmatine antiport	arginine:agmatine antiporter	adiC	arginine:agmatine antiport	REVERSIBLE			
ATP + molybdate[periplasm] + H2O  ->  ADP + molybdate[cytosol] + phosphate + H+	molybdate ABC transporter	modC // modB // modA	ATP + molybdate[periplasm] + H2O  ->  ADP + molybdate[cytosol] + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
ATP + sn-glycerol 3-phosphate[periplasm] + H2O  ->  ADP + sn-glycerol 3-phosphate[cytosol] + phosphate + H+ // a glycerophosphodiester[periplasm] + ATP + H2O  ->  a glycerophosphodiester[cytosol] + ADP + phosphate + H+	<i>sn</i>-glycerol 3-phosphate / glycerophosphodiester ABC transporter	ugpC // ugpA // ugpE // ugpB	ATP + sn-glycerol 3-phosphate[periplasm] + H2O  ->  ADP + sn-glycerol 3-phosphate[cytosol] + phosphate + H+ // a glycerophosphodiester[periplasm] + ATP + H2O  ->  a glycerophosphodiester[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT	glycerol-3-phosphate transmembrane transporter activity // glycerophosphodiester transmembrane transporter activity // ABC-type glycerol-3-phosphate transporter activity	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	cellular response to phosphate starvation // glycerophosphodiester transmembrane transport // glycerol-3-phosphate transmembrane transport
(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[periplasm] + ATP + H2O  ->  (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[cytosol] + ADP + phosphate + H+	Autoinducer-2 ABC transporter periplasmic binding protein // Autoinducer-2 ABC transporter membrane subunit LsrD // Autoinducer-2 ABC transporter membrane subunit LsrC // Autoinducer-2 ABC transporter ATP binding subunit	lsrB // lsrD // lsrC // lsrA	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[periplasm] + ATP + H2O  ->  (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
HPr-Phis15 + D-sorbitol[periplasm]  ->  D-sorbitol 6-phosphate[cytosol] + phosphocarrier protein HPr // D-mannitol PTS permease	sorbitol-specific PTS enzyme II	srlA // srlB // srlE	HPr-Phis15 + D-sorbitol[periplasm]  ->  D-sorbitol 6-phosphate[cytosol] + phosphocarrier protein HPr // D-mannitol PTS permease	LEFT-TO-RIGHT	protein-phosphocysteine-mannitol phosphotransferase system transporter activity // protein-phosphocysteine-D-sorbitol-phosphotransferase system transporter activity		phosphoenolpyruvate-dependent sugar phosphotransferase system
acetate:Na<sup>+</sup> symport // glycolate:Na<sup>+</sup> symport // tellurite:Na<sup>+</sup> symport	acetate/glycolate:cation symporter	actP	acetate:Na<sup>+</sup> symport // glycolate:Na<sup>+</sup> symport // tellurite:Na<sup>+</sup> symport	REVERSIBLE			
nitrate + a menaquinol[inner membrane] + 2 H+  ->  nitrite + a menaquinone[inner membrane] + H2O + 2 H+[periplasm] // tellurite + a reduced unknown two electron carrier  ->  Te0 + an oxidized unknown electron carrier	nitrate reductase Z	narY // narZ // narV	nitrate + a menaquinol[inner membrane] + 2 H+  ->  nitrite + a menaquinone[inner membrane] + H2O + 2 H+[periplasm] // tellurite + a reduced unknown two electron carrier  ->  Te0 + an oxidized unknown electron carrier	LEFT-TO-RIGHT	3 iron, 4 sulfur cluster binding // 4 iron, 4 sulfur cluster binding // iron-sulfur cluster binding // molybdopterin cofactor binding // electron transfer activity // nitrate reductase activity	plasma membrane // nitrate reductase complex // membrane	anaerobic electron transport chain // anaerobic respiration
L-cystine[periplasm] + ATP + H2O  ->  L-cystine[cytosol] + ADP + phosphate + H+ // meso-diaminopimelate[periplasm] + ATP + H2O  ->  meso-diaminopimelate[cytosol] + ADP + phosphate + H+ // L-djenkolate[periplasm] + ATP + H2O  ->  L-djenkolate[cytosol] + ADP + phosphate + H+ // lanthionine[periplasm] + ATP + H2O  ->  lanthionine[cytosol] + ADP + phosphate + H+ // D-cystine[periplasm] + ATP + H2O  ->  D-cystine[cytosol] + ADP + phosphate + H+ // L,L-homocystine[periplasm] + ATP + H2O  ->  L,L-homocystine[cytosol] + ADP + phosphate + H+	cystine ABC transporter	tcyN // tcyL // tcyJ	L-cystine[periplasm] + ATP + H2O  ->  L-cystine[cytosol] + ADP + phosphate + H+ // meso-diaminopimelate[periplasm] + ATP + H2O  ->  meso-diaminopimelate[cytosol] + ADP + phosphate + H+ // L-djenkolate[periplasm] + ATP + H2O  ->  L-djenkolate[cytosol] + ADP + phosphate + H+ // lanthionine[periplasm] + ATP + H2O  ->  lanthionine[cytosol] + ADP + phosphate + H+ // D-cystine[periplasm] + ATP + H2O  ->  D-cystine[cytosol] + ADP + phosphate + H+ // L,L-homocystine[periplasm] + ATP + H2O  ->  L,L-homocystine[cytosol] + ADP + phosphate + H+	PHYSIOL-LEFT-TO-RIGHT			
protein translocation	twin arginine protein translocation system	tatB // tatC // tatE // tatA	protein translocation	PHYSIOL-LEFT-TO-RIGHT	proton motive force dependent protein transmembrane transporter activity	TAT protein transport complex	protein transport by the Tat complex // intracellular protein transmembrane transport
uracil:proton symport	uracil:H+ symporter UraA	uraA	uracil:proton symport	REVERSIBLE			
